Food Item,Serving Size (g),Calories (kcal),Dietary preference,Allergens,Glycemic Index,Protein (g),Carbs (g),Fats (g),Meal Type
Egg,181,360,Non-Vegetarian,None,78,24.52,89.42,20.19,Breakfast
Seitan,183,520,Vegetarian,Shellfish,26,9.36,79.59,17.28,Breakfast
Almonds,294,288,Vegetarian,None,22,11.62,96.08,15.34,Lunch
Wheat,124,422,Vegetarian,Dairy,82,33.96,67.69,29.3,Lunch
Tofu,66,470,Vegetarian,Nuts,19,25.05,61.17,12.69,Breakfast
Grapes,239,213,Vegetarian,Gluten,30,39.32,80.47,0.42,Dinner
Yogurt,264,422,Vegetarian,None,49,6.23,42.27,38.38,Breakfast
Brazil Nuts,70,582,Vegetarian,Gluten,78,19.11,61.22,0.6,Breakfast
Peas,334,168,Vegetarian,Shellfish,48,11.89,28.31,17.93,Breakfast
Pork,269,384,Non-Vegetarian,Dairy,77,44.47,73.93,16.11,Lunch
Zucchini,217,556,Vegetarian,Dairy,21,12.89,77.52,46.22,Lunch
Zucchini,442,369,Vegetarian,Nuts,24,16.23,61.17,35.73,Dinner
Tofu,133,325,Vegetarian,Shellfish,47,21.08,48.79,44.12,Snack
Tomatoes,318,288,Vegetarian,Gluten,15,35.95,69.92,0.89,Breakfast
Cream,183,239,Vegetarian,Gluten,29,35.61,46.24,3.1,Snack
Carrot,333,369,Vegetarian,Dairy,24,1.06,31.62,42.88,Dinner
Papaya,285,435,Vegetarian,Shellfish,18,32.61,0.56,16.33,Snack
Pecans,372,213,Vegetarian,None,86,34.25,41.39,10.61,Breakfast
Peanuts,385,158,Vegetarian,Gluten,21,11.89,45.79,1.84,Snack
Seitan,231,662,Vegetarian,None,66,37.93,45.79,18.81,Dinner
Yogurt,449,520,Vegetarian,Gluten,80,27.65,37.5,45.32,Lunch
Oat,147,664,Vegetarian,Shellfish,78,25.03,79.59,6.62,Dinner
Leeks,216,516,Vegetarian,Shellfish,71,22.58,2.07,16.33,Dinner
Cherries,397,435,Vegetarian,Dairy,55,34.7,96.73,35.88,Snack
Soy Milk,318,514,Vegetarian,Shellfish,57,19.64,69.92,28.0,Lunch
Wheat,406,234,Vegetarian,None,12,3.99,45.45,25.63,Breakfast
Peaches,198,557,Vegetarian,Shellfish,88,38.21,8.77,35.73,Lunch
Spinach,222,626,Vegetarian,Dairy,27,41.16,78.53,23.12,Breakfast
Squash,174,440,Vegetarian,Dairy,27,6.23,43.46,38.21,Lunch
Zucchini,154,533,Vegetarian,Nuts,59,3.56,90.92,38.81,Snack
Sweet Potatoes,403,650,Vegetarian,Shellfish,82,46.53,32.79,16.11,Snack
Beef,178,301,Non-Vegetarian,Gluten,59,2.1,50.43,27.13,Dinner
Blueberries,453,133,Vegetarian,Shellfish,27,12.51,85.88,15.34,Breakfast
Peas,253,469,Vegetarian,Dairy,21,19.19,96.08,12.36,Snack
Lamb,385,156,Non-Vegetarian,Shellfish,38,5.73,89.74,14.36,Snack
Cantaloupe,449,512,Vegetarian,Gluten,36,9.36,10.73,37.31,Lunch
Oat Milk,333,156,Vegetarian,Shellfish,75,37.8,45.53,33.47,Snack
Broccoli,147,530,Vegetarian,Nuts,48,33.13,61.15,47.47,Lunch
Salmon,275,474,Non-Vegetarian,None,64,30.68,73.3,18.81,Dinner
Milk,269,217,Vegetarian,Shellfish,88,28.47,15.2,33.47,Snack
Pineapple,138,474,Vegetarian,Shellfish,21,21.52,35.73,16.33,Lunch
Chicken,385,156,Non-Vegetarian,None,48,37.93,70.43,16.02,Lunch
Blackberries,154,227,Vegetarian,Shellfish,58,21.08,61.67,35.73,Lunch
Rice,298,179,Vegetarian,None,88,25.15,75.85,23.91,Breakfast
Tempeh,66,147,Vegetarian,None,97,32.89,34.29,26.02,Breakfast
Coconut Milk,405,384,Vegetarian,Nuts,20,21.08,56.73,12.84,Snack
Brazil Nuts,389,570,Vegetarian,Dairy,10,35.95,92.79,30.15,Breakfast
Lentils,174,147,Vegetarian,Gluten,79,16.94,54.96,25.63,Breakfast
Barley,499,671,Vegetarian,Shellfish,27,14.59,73.12,42.7,Lunch
Mushrooms,213,238,Vegetarian,None,29,22.58,20.3,25.01,Snack
Seitan,421,520,Vegetarian,Nuts,52,28.89,45.45,14.17,Breakfast
Beans,207,530,Vegetarian,Shellfish,37,26.74,37.5,19.42,Dinner
Cheese,207,287,Vegetarian,Shellfish,55,20.98,37.52,35.88,Snack
Chicken,283,512,Non-Vegetarian,Dairy,90,41.16,93.7,22.65,Dinner
Zucchini,217,396,Vegetarian,Gluten,90,31.73,85.88,14.52,Dinner
Tempeh,318,399,Vegetarian,Dairy,21,31.73,55.33,7.68,Dinner
Brazil Nuts,298,133,Vegetarian,Nuts,55,21.08,32.79,7.68,Snack
Macadamia,229,513,Vegetarian,Shellfish,80,19.11,73.93,32.24,Dinner
Carrot,193,384,Vegetarian,Nuts,59,39.18,0.56,6.62,Snack
Sweet Potatoes,372,536,Vegetarian,Gluten,59,25.05,75.85,28.8,Lunch
Shallots,94,217,Vegetarian,Nuts,58,12.89,87.26,45.92,Breakfast
Zucchini,406,414,Vegetarian,Gluten,22,16.23,78.04,1.76,Dinner
Sweet Potatoes,87,440,Vegetarian,Dairy,64,25.03,90.92,26.44,Lunch
Sweet Potatoes,207,54,Vegetarian,Dairy,98,10.26,37.89,46.9,Snack
Turnips,463,179,Vegetarian,Shellfish,48,16.71,26.59,25.01,Lunch
Cantaloupe,264,416,Vegetarian,Shellfish,52,29.46,48.79,14.17,Breakfast
Raspberries,192,117,Vegetarian,None,23,44.65,22.12,47.79,Dinner
Barley,59,435,Vegetarian,Shellfish,24,16.71,61.22,42.7,Breakfast
Scallions,318,617,Vegetarian,Nuts,82,11.89,48.79,6.44,Lunch
Duck,181,238,Non-Vegetarian,Nuts,15,35.61,43.46,16.11,Snack
Egg,403,96,Non-Vegetarian,None,67,12.89,8.9,47.05,Snack
Blueberries,394,169,Vegetarian,None,29,46.26,47.33,47.05,Lunch
Peaches,183,86,Vegetarian,Gluten,27,11.62,78.04,7.29,Dinner
Pineapple,385,301,Vegetarian,Gluten,77,21.52,89.42,12.36,Snack
Macadamia,160,117,Vegetarian,Nuts,21,16.23,99.26,0.42,Snack
Plums,239,169,Vegetarian,None,63,41.64,55.33,19.8,Snack
Salmon,269,227,Non-Vegetarian,Nuts,57,32.79,48.29,45.32,Breakfast
Kale,467,414,Vegetarian,Nuts,21,45.45,37.89,10.61,Dinner
Mushrooms,174,556,Vegetarian,Nuts,20,42.95,87.68,35.88,Lunch
Lentils,385,179,Vegetarian,Dairy,23,44.47,55.32,42.88,Snack
Mango,397,430,Vegetarian,None,32,34.25,97.12,15.34,Snack
Jalapenos,298,616,Vegetarian,Nuts,38,44.65,31.14,19.42,Dinner
Brazil Nuts,397,175,Vegetarian,Gluten,47,34.58,37.89,30.15,Dinner
Brazil Nuts,405,474,Vegetarian,Dairy,21,33.96,37.02,35.86,Breakfast
Pistachios,181,147,Vegetarian,Shellfish,59,21.52,35.73,42.88,Dinner
Chili Peppers,59,575,Vegetarian,None,59,15.87,80.47,37.31,Lunch
Raspberries,312,470,Vegetarian,Dairy,59,16.23,96.73,23.31,Snack
Turnips,499,301,Vegetarian,None,86,3.45,54.96,31.39,Dinner
Beans,264,288,Vegetarian,Nuts,49,31.73,79.59,1.76,Breakfast
Macadamia,217,86,Vegetarian,Nuts,47,37.93,37.02,15.34,Dinner
Mango,451,533,Vegetarian,Shellfish,29,34.7,73.12,38.9,Snack
Plums,239,575,Vegetarian,None,96,45.45,8.9,6.62,Snack
Shallots,98,582,Vegetarian,Nuts,15,21.08,77.52,44.12,Breakfast
Beef,124,671,Non-Vegetarian,Dairy,21,3.99,28.35,28.6,Breakfast
Nectarines,183,360,Vegetarian,Nuts,43,16.94,20.3,32.33,Lunch
Nectarines,462,169,Vegetarian,None,12,39.32,2.07,38.81,Snack
Sweet Potatoes,463,516,Vegetarian,Shellfish,71,34.58,47.33,32.97,Snack
Oat,70,301,Vegetarian,Shellfish,10,32.89,45.71,14.52,Snack
Grapes,380,520,Vegetarian,None,87,3.45,45.79,7.29,Snack
Oranges,298,117,Vegetarian,Dairy,61,41.64,76.48,22.65,Breakfast
Beetroot,231,440,Vegetarian,Gluten,59,22.55,47.67,45.32,Dinner
Kiwi,333,612,Vegetarian,Shellfish,63,21.52,92.11,12.84,Snack
Lentils,71,536,Vegetarian,Nuts,78,19.83,88.15,1.84,Lunch
Beef,132,557,Non-Vegetarian,None,48,31.73,89.42,38.9,Lunch
Tempeh,200,168,Vegetarian,Nuts,71,3.99,47.67,32.33,Dinner
Chili Peppers,202,117,Vegetarian,Shellfish,44,14.59,47.67,14.17,Breakfast
Cream,389,520,Vegetarian,None,88,28.47,20.3,27.36,Snack
Macadamia,92,175,Vegetarian,Shellfish,43,19.76,89.42,38.9,Snack
Potatoes,200,76,Vegetarian,Gluten,77,47.53,73.93,47.47,Snack
Radishes,499,662,Vegetarian,Gluten,55,30.68,90.1,15.52,Lunch
Tomatoes,385,147,Vegetarian,Shellfish,59,19.64,61.67,45.92,Dinner
Brazil Nuts,461,133,Vegetarian,Dairy,88,9.36,39.41,38.38,Lunch
Spinach,385,384,Vegetarian,None,93,21.08,89.42,31.39,Breakfast
Mango,394,616,Vegetarian,Nuts,79,28.47,87.68,38.21,Dinner
Pistachios,217,529,Vegetarian,Dairy,75,39.32,46.24,26.02,Lunch
Peanuts,419,301,Vegetarian,None,59,18.93,61.67,0.89,Dinner
Cucumber,264,92,Vegetarian,None,95,16.23,46.24,45.92,Lunch
Duck,174,179,Non-Vegetarian,Dairy,97,25.15,42.27,27.13,Snack
Brazil Nuts,499,315,Vegetarian,Shellfish,27,41.67,37.89,35.88,Breakfast
Oat,67,564,Vegetarian,Dairy,48,42.95,73.12,12.48,Snack
Potatoes,333,158,Vegetarian,Dairy,27,48.14,76.46,42.88,Lunch
Garlic,168,306,Vegetarian,Shellfish,21,39.32,99.09,24.78,Dinner
Oat Milk,59,445,Vegetarian,Dairy,29,16.23,75.85,38.93,Breakfast
Beans,430,529,Vegetarian,Dairy,24,11.62,8.77,38.97,Lunch
Pecans,405,536,Vegetarian,None,88,32.61,48.29,47.47,Snack
Oranges,94,612,Vegetarian,Dairy,67,25.05,37.02,27.36,Snack
Apples,421,474,Vegetarian,Gluten,21,35.95,15.2,38.86,Dinner
Brazil Nuts,351,612,Vegetarian,Gluten,94,5.73,99.09,27.13,Dinner
Peanuts,138,530,Vegetarian,None,23,3.45,93.48,13.39,Dinner
Yams,389,384,Vegetarian,Shellfish,54,5.23,90.92,1.4,Snack
Barley,449,76,Vegetarian,Dairy,57,32.61,99.26,1.84,Breakfast
Raspberries,229,169,Vegetarian,None,43,11.2,31.14,23.98,Dinner
Mango,76,54,Vegetarian,None,21,25.03,31.14,31.39,Lunch
Almond Milk,451,239,Vegetarian,Gluten,41,44.63,78.04,25.01,Lunch
Mushrooms,70,284,Vegetarian,Nuts,72,25.33,18.2,16.33,Lunch
Plums,162,575,Vegetarian,Nuts,59,38.21,78.02,10.61,Lunch
Blackberries,372,92,Vegetarian,None,24,2.68,31.62,42.7,Snack
Pumpkin,364,179,Vegetarian,Dairy,95,10.84,45.53,14.71,Lunch
Beans,263,470,Vegetarian,Dairy,87,12.51,56.73,3.1,Dinner
Corn,385,318,Vegetarian,Gluten,69,34.87,74.18,23.31,Snack
Pineapple,66,677,Vegetarian,Nuts,90,25.05,64.62,18.81,Breakfast
Peaches,334,470,Vegetarian,Gluten,64,15.91,93.48,35.86,Dinner
Pumpkin,312,318,Vegetarian,None,88,25.15,94.85,10.49,Breakfast
Mango,174,414,Vegetarian,Gluten,44,27.45,78.53,14.71,Breakfast
Corn,318,612,Vegetarian,Nuts,59,22.58,22.12,6.44,Dinner
Cauliflower,67,315,Vegetarian,Dairy,44,19.19,28.17,38.93,Snack
Chili Peppers,59,288,Vegetarian,Gluten,64,1.06,47.67,33.82,Breakfast
Apricots,174,626,Vegetarian,None,12,27.45,76.48,10.15,Snack
Almond Milk,283,650,Vegetarian,Dairy,52,10.26,87.26,26.02,Dinner
Rice Milk,160,584,Vegetarian,Shellfish,10,15.87,15.2,17.93,Lunch
Cashews,92,346,Vegetarian,Nuts,57,15.96,96.73,31.39,Snack
Squash,230,384,Vegetarian,Shellfish,72,44.47,33.94,42.88,Lunch
Corn,133,384,Vegetarian,Gluten,15,44.65,61.17,3.1,Dinner
Parsnips,427,169,Vegetarian,Shellfish,63,11.62,73.18,23.51,Breakfast
Peas,181,556,Vegetarian,Dairy,75,8.48,61.67,17.28,Snack
Plums,333,384,Vegetarian,Nuts,27,12.89,99.26,33.47,Dinner
Grapes,202,288,Vegetarian,None,17,6.23,87.67,38.86,Lunch
Seitan,207,117,Vegetarian,Dairy,59,30.68,35.38,47.05,Snack
Coconut Milk,154,536,Vegetarian,Dairy,86,44.65,55.33,17.28,Lunch
Bananas,294,224,Vegetarian,None,95,35.65,73.3,26.44,Breakfast
Papaya,94,169,Vegetarian,None,10,32.61,80.47,35.88,Breakfast
Soy Milk,389,133,Vegetarian,Gluten,59,24.52,92.11,0.42,Dinner
Spinach,264,287,Vegetarian,Gluten,23,21.08,94.85,32.24,Snack
Tofu,66,430,Vegetarian,Gluten,78,20.98,96.08,42.7,Breakfast
Seitan,447,259,Vegetarian,Nuts,79,33.13,28.17,19.06,Snack
Carrot,94,536,Vegetarian,Nuts,44,32.06,34.29,33.82,Breakfast
Rice,264,575,Vegetarian,Shellfish,61,30.68,8.77,45.32,Lunch
Nuts,181,301,Vegetarian,Shellfish,21,15.22,99.09,0.6,Snack
Cherries,283,156,Vegetarian,Nuts,54,26.74,45.71,20.59,Lunch
Turnips,160,626,Vegetarian,Gluten,21,16.94,96.73,10.49,Lunch
Brazil Nuts,206,287,Vegetarian,Shellfish,54,11.89,74.31,28.6,Dinner
Papaya,183,86,Vegetarian,Shellfish,24,35.61,20.3,46.22,Lunch
Walnuts,294,671,Vegetarian,Dairy,86,22.55,99.09,1.76,Lunch
Butter,67,360,Vegetarian,Dairy,47,10.84,78.53,38.38,Breakfast
Barley,92,284,Vegetarian,Shellfish,64,37.8,30.76,20.59,Breakfast
Almonds,67,582,Vegetarian,None,15,29.46,48.79,29.3,Snack
Carrot,124,133,Vegetarian,None,99,34.25,37.52,35.88,Snack
Beans,174,284,Vegetarian,Gluten,99,15.22,61.22,35.88,Lunch
Pork,124,239,Non-Vegetarian,Gluten,88,3.51,50.43,15.52,Dinner
Cantaloupe,285,619,Vegetarian,None,24,41.16,22.28,19.42,Snack
Radishes,275,179,Vegetarian,Nuts,86,32.89,10.73,28.42,Lunch
Cream,206,469,Vegetarian,Gluten,44,41.24,8.9,17.28,Dinner
Cream,419,575,Vegetarian,Gluten,32,45.04,33.94,35.88,Dinner
Lamb,463,416,Non-Vegetarian,Gluten,59,22.58,89.74,38.86,Snack
Turkey,213,459,Non-Vegetarian,Gluten,86,3.45,65.18,23.98,Snack
Pumpkin,216,147,Vegetarian,Gluten,21,12.51,24.51,14.52,Lunch
Blackberries,174,346,Vegetarian,None,12,3.51,30.76,31.39,Breakfast
Chickpeas,463,346,Vegetarian,Nuts,92,45.04,61.67,35.86,Breakfast
Walnuts,138,287,Vegetarian,None,86,3.51,93.7,23.12,Breakfast
Blueberries,94,637,Vegetarian,Shellfish,54,29.46,61.17,26.44,Breakfast
Duck,98,416,Non-Vegetarian,Dairy,55,33.96,37.5,46.9,Lunch
Cheese,334,637,Vegetarian,Dairy,23,46.67,74.18,19.42,Lunch
Parsnips,312,612,Vegetarian,Shellfish,80,35.08,31.14,10.93,Lunch
Pineapple,76,536,Vegetarian,Dairy,82,2.1,32.79,38.86,Dinner
Watermelon,147,284,Vegetarian,Gluten,21,16.94,45.45,27.36,Dinner
Wheat,192,670,Vegetarian,Nuts,48,41.24,78.53,47.79,Snack
Garlic,222,430,Vegetarian,None,27,24.11,96.08,17.28,Breakfast
Barley,463,147,Vegetarian,None,48,48.14,61.22,7.29,Breakfast
Chicken,98,557,Non-Vegetarian,Shellfish,57,24.52,89.42,19.06,Snack
Chickpeas,403,650,Vegetarian,Nuts,58,32.89,32.79,40.03,Lunch
Zucchini,419,156,Vegetarian,Shellfish,27,3.99,53.8,25.63,Snack
Turnips,231,514,Vegetarian,Dairy,52,21.52,8.77,29.3,Snack
Tuna,133,516,Non-Vegetarian,None,10,41.24,34.29,12.36,Breakfast
Leeks,71,361,Vegetarian,Gluten,52,35.61,28.17,24.78,Dinner
Pineapple,147,259,Vegetarian,Dairy,67,35.61,31.62,35.86,Lunch
Lentils,333,158,Vegetarian,Shellfish,20,27.65,15.2,38.38,Lunch
Cherries,87,144,Vegetarian,Nuts,82,16.94,76.46,45.92,Lunch
Milk,183,606,Vegetarian,Gluten,72,34.25,61.15,12.48,Snack
Blueberries,427,416,Vegetarian,Dairy,97,44.63,48.79,31.39,Dinner
Pork,269,306,Non-Vegetarian,None,12,1.06,55.32,47.47,Lunch
Chicken,76,175,Non-Vegetarian,Gluten,90,46.53,15.2,17.93,Lunch
Honeydew,263,133,Vegetarian,Dairy,29,33.96,69.92,11.36,Snack
Leeks,266,301,Vegetarian,Nuts,59,37.8,2.07,23.51,Dinner
Tofu,263,369,Vegetarian,None,18,28.47,35.73,15.85,Lunch
Beetroot,312,516,Vegetarian,Gluten,27,19.83,25.38,42.7,Lunch
Turnips,183,445,Vegetarian,Shellfish,77,32.61,87.26,49.9,Dinner
Watermelon,162,227,Vegetarian,None,58,21.52,48.79,1.84,Dinner
Grapes,266,513,Vegetarian,Gluten,95,34.58,61.67,14.17,Snack
Shallots,217,117,Vegetarian,None,67,2.68,56.39,35.88,Dinner
Jalapenos,147,664,Vegetarian,Shellfish,44,12.89,67.69,6.62,Snack
Sweet Potatoes,499,306,Vegetarian,None,92,46.26,67.69,32.24,Dinner
Strawberries,217,529,Vegetarian,Nuts,87,19.76,77.52,19.06,Dinner
Chicken,92,117,Non-Vegetarian,None,44,27.65,90.92,31.39,Dinner
Turkey,217,238,Non-Vegetarian,Shellfish,57,39.18,75.85,28.6,Snack
Mushrooms,229,96,Vegetarian,None,78,16.71,43.46,23.31,Snack
Strawberries,461,582,Vegetarian,None,63,6.23,48.79,29.08,Lunch
Watermelon,364,606,Vegetarian,Gluten,15,15.22,20.3,23.51,Lunch
Shallots,239,670,Vegetarian,Gluten,92,32.79,64.62,3.1,Lunch
Peas,154,230,Vegetarian,None,92,41.64,45.45,45.32,Lunch
Cantaloupe,98,86,Vegetarian,Nuts,78,25.33,92.79,1.76,Dinner
Cherries,207,513,Vegetarian,Dairy,21,35.65,55.33,16.11,Lunch
Apricots,94,677,Vegetarian,None,19,5.73,30.76,12.36,Snack
Cheese,174,615,Vegetarian,Dairy,95,28.89,54.96,6.62,Breakfast
Spinach,405,217,Vegetarian,Nuts,77,21.52,78.02,10.15,Dinner
Cheese,174,144,Vegetarian,Nuts,61,24.52,33.94,6.62,Dinner
Honeydew,297,606,Vegetarian,Nuts,23,24.11,22.28,35.86,Snack
Oranges,202,662,Vegetarian,Gluten,27,27.45,92.11,35.73,Lunch
Pistachios,193,536,Vegetarian,Gluten,57,35.95,2.07,37.31,Dinner
Pork,405,234,Non-Vegetarian,Shellfish,15,9.36,78.02,15.34,Snack
Onions,67,396,Vegetarian,Shellfish,55,2.68,8.9,46.22,Dinner
Mutton,406,557,Non-Vegetarian,Shellfish,57,22.55,87.68,16.02,Breakfast
Peaches,236,306,Vegetarian,Dairy,49,15.91,37.5,14.36,Breakfast
Salmon,207,96,Non-Vegetarian,Nuts,30,35.65,31.62,10.93,Lunch
Cheese,327,158,Vegetarian,None,21,26.11,18.2,23.51,Lunch
Peanuts,168,520,Vegetarian,Gluten,24,45.45,92.11,33.82,Snack
Chickpeas,236,306,Vegetarian,Dairy,50,21.08,35.73,18.81,Snack
Shallots,499,384,Vegetarian,None,27,25.15,76.46,35.86,Dinner
Corn,200,474,Vegetarian,None,87,32.61,89.74,48.78,Lunch
Quinoa,462,259,Vegetarian,Shellfish,41,16.71,96.08,16.11,Snack
Peaches,192,440,Vegetarian,Nuts,50,5.73,76.46,14.52,Dinner
Salmon,236,616,Non-Vegetarian,Dairy,58,15.96,46.24,3.1,Snack
Leeks,168,238,Vegetarian,Gluten,87,27.65,32.79,19.06,Lunch
Beetroot,68,230,Vegetarian,Dairy,52,44.65,74.18,19.8,Snack
Rice,70,238,Vegetarian,Gluten,88,24.52,10.73,37.31,Snack
Honeydew,229,692,Vegetarian,Gluten,64,18.93,30.76,31.39,Breakfast
Sweet Potatoes,311,76,Vegetarian,Nuts,44,33.13,80.47,13.39,Lunch
Cream,342,512,Vegetarian,Gluten,22,20.98,94.85,47.79,Dinner
Peas,442,156,Vegetarian,None,90,3.56,15.47,1.76,Lunch
Almond Milk,311,514,Vegetarian,None,49,14.59,47.33,28.42,Dinner
Cauliflower,372,315,Vegetarian,Shellfish,87,21.52,89.74,10.93,Snack
Turnips,236,677,Vegetarian,None,97,39.18,21.8,20.19,Lunch
Beef,68,96,Non-Vegetarian,Gluten,26,33.12,92.11,29.3,Dinner
Cantaloupe,294,633,Vegetarian,Nuts,29,19.64,73.3,24.78,Dinner
Blueberries,138,318,Vegetarian,Dairy,20,37.93,22.28,35.88,Breakfast
Oat Milk,297,284,Vegetarian,None,95,44.65,39.41,28.42,Dinner
Mutton,160,692,Non-Vegetarian,Nuts,47,41.24,18.2,6.62,Dinner
Shallots,327,557,Vegetarian,Gluten,71,21.08,90.92,16.33,Dinner
Yogurt,397,416,Vegetarian,None,26,18.93,78.88,6.44,Breakfast
Kiwi,430,213,Vegetarian,Shellfish,93,41.67,53.8,7.68,Snack
Soy Milk,451,536,Vegetarian,Nuts,57,24.11,37.5,1.76,Breakfast
Carrot,68,664,Vegetarian,Dairy,49,41.64,21.8,18.81,Breakfast
Pumpkin,463,361,Vegetarian,Shellfish,71,7.86,80.47,10.61,Dinner
Jalapenos,283,435,Vegetarian,Nuts,29,10.26,26.0,14.71,Breakfast
Bananas,372,612,Vegetarian,None,24,12.51,0.56,14.17,Breakfast
Corn,318,662,Vegetarian,Nuts,15,41.67,61.15,11.66,Breakfast
Pumpkin,67,564,Vegetarian,Shellfish,18,10.26,48.79,17.93,Snack
Soy Milk,183,438,Vegetarian,None,58,14.59,47.33,30.15,Dinner
Yogurt,285,147,Vegetarian,Gluten,79,21.08,53.8,20.59,Snack
Turkey,281,677,Non-Vegetarian,None,67,43.4,50.43,32.97,Lunch
Kale,70,438,Vegetarian,Nuts,69,38.21,64.62,45.32,Lunch
Almonds,372,692,Vegetarian,Shellfish,17,47.53,78.53,28.0,Lunch
Scallions,462,430,Vegetarian,Shellfish,29,32.06,33.94,11.36,Breakfast
Potatoes,206,435,Vegetarian,Nuts,23,15.91,10.73,47.47,Snack
Watermelon,245,612,Vegetarian,Gluten,59,45.45,92.11,16.02,Breakfast
Mutton,68,512,Non-Vegetarian,Gluten,93,7.86,80.47,32.33,Snack
Coconut Milk,275,664,Vegetarian,Gluten,48,26.11,75.85,29.3,Lunch
Seitan,263,616,Vegetarian,Shellfish,44,3.45,44.23,11.66,Dinner
Spinach,403,557,Vegetarian,Nuts,90,27.65,35.38,20.59,Lunch
Chili Peppers,183,670,Vegetarian,Shellfish,22,44.65,5.68,31.39,Breakfast
Plums,397,650,Vegetarian,Shellfish,49,28.47,35.73,7.68,Lunch
Leeks,312,156,Vegetarian,Gluten,92,35.3,92.79,42.88,Dinner
Potatoes,269,217,Vegetarian,Shellfish,52,47.53,87.68,28.8,Dinner
Pumpkin,266,375,Vegetarian,Gluten,59,19.76,56.73,25.63,Breakfast
Rice,198,536,Vegetarian,Gluten,88,2.68,93.48,47.47,Dinner
Chickpeas,333,230,Vegetarian,Nuts,48,18.93,73.93,6.44,Dinner
Tuna,193,92,Non-Vegetarian,Dairy,17,5.23,8.9,14.17,Lunch
Scallions,198,399,Vegetarian,Gluten,64,46.53,92.11,10.49,Snack
Watermelon,202,384,Vegetarian,None,95,3.56,33.94,29.3,Breakfast
Sweet Potatoes,67,430,Vegetarian,Gluten,94,5.73,78.88,14.36,Snack
Lentils,427,533,Vegetarian,Shellfish,29,8.68,2.07,29.3,Breakfast
Tomatoes,334,369,Vegetarian,None,18,21.08,22.12,12.26,Breakfast
Grapes,192,287,Vegetarian,Nuts,95,41.67,65.18,28.8,Snack
Pistachios,70,384,Vegetarian,Gluten,32,35.3,50.43,33.47,Lunch
Cucumber,162,259,Vegetarian,Gluten,59,34.25,47.33,1.76,Lunch
Almond Milk,283,575,Vegetarian,Nuts,27,7.86,75.85,12.84,Dinner
Coconut Milk,59,156,Vegetarian,Gluten,21,27.45,8.9,10.61,Lunch
Bell Peppers,94,616,Vegetarian,None,12,35.3,50.43,16.33,Dinner
Tomatoes,428,459,Vegetarian,Dairy,58,22.55,31.14,12.84,Lunch
Cantaloupe,59,224,Vegetarian,Gluten,77,15.96,21.8,33.47,Lunch
Raspberries,333,469,Vegetarian,Shellfish,37,37.93,15.47,42.7,Breakfast
Shrimp,174,369,Non-Vegetarian,Dairy,37,34.58,97.12,33.82,Breakfast
Beans,59,239,Vegetarian,Shellfish,87,19.64,28.35,19.42,Snack
Walnuts,206,469,Vegetarian,Nuts,98,21.08,44.23,14.52,Snack
Tomatoes,236,474,Vegetarian,Gluten,27,19.11,90.1,16.68,Dinner
Apricots,133,369,Vegetarian,Dairy,95,3.45,18.2,14.71,Breakfast
Blueberries,318,179,Vegetarian,Dairy,17,34.25,89.42,25.01,Breakfast
Mushrooms,162,117,Vegetarian,Gluten,61,14.59,73.93,35.73,Breakfast
Corn,87,117,Vegetarian,Gluten,58,35.95,37.5,23.51,Lunch
Raspberries,70,650,Vegetarian,None,82,27.45,85.88,32.33,Breakfast
Pineapple,174,384,Vegetarian,Dairy,12,15.91,92.11,20.59,Snack
Peaches,230,536,Vegetarian,Nuts,21,12.89,28.17,45.92,Breakfast
Peaches,499,318,Vegetarian,Dairy,71,41.16,92.79,17.28,Dinner
Potatoes,385,217,Vegetarian,Shellfish,41,45.45,97.12,23.98,Snack
Jalapenos,67,533,Vegetarian,Dairy,44,16.71,43.46,33.47,Dinner
Watermelon,231,375,Vegetarian,None,95,46.53,80.47,3.1,Snack
Mushrooms,451,626,Vegetarian,Dairy,96,19.11,88.15,19.06,Lunch
Duck,87,384,Non-Vegetarian,Dairy,98,43.4,31.62,11.66,Lunch
Cucumber,133,664,Vegetarian,Gluten,20,29.46,44.23,20.59,Snack
Cheese,76,562,Vegetarian,Shellfish,41,48.14,31.62,38.9,Lunch
Macadamia,213,227,Vegetarian,Gluten,55,2.68,55.32,25.63,Snack
Mango,403,612,Vegetarian,Nuts,71,35.95,45.45,23.98,Snack
Cashews,207,414,Vegetarian,Gluten,72,5.23,18.2,32.97,Breakfast
Blueberries,428,396,Vegetarian,Shellfish,24,37.8,94.85,27.36,Dinner
Pistachios,427,168,Vegetarian,None,30,46.53,89.42,30.15,Lunch
Beef,405,533,Non-Vegetarian,None,29,2.68,89.42,47.05,Lunch
Brazil Nuts,206,371,Vegetarian,None,58,25.03,85.88,1.4,Snack
Zucchini,174,650,Vegetarian,Gluten,41,16.71,24.51,35.88,Breakfast
Leeks,178,622,Vegetarian,Gluten,15,2.1,0.56,37.72,Breakfast
Cream,68,133,Vegetarian,None,71,11.62,56.73,28.8,Snack
Kale,269,158,Vegetarian,Nuts,23,41.67,50.43,32.24,Breakfast
Cantaloupe,178,414,Vegetarian,Gluten,64,39.32,37.52,42.7,Breakfast
Tempeh,178,175,Vegetarian,Gluten,79,19.11,99.26,38.9,Breakfast
Raspberries,342,288,Vegetarian,Gluten,59,46.67,85.88,42.7,Dinner
Pumpkin,297,416,Vegetarian,Shellfish,90,2.68,92.79,14.36,Snack
